question_id,company_name,question,answer
K-Q062,기아,겨울철 스노우 체인 장착 시 주의해야 할 사항이 있나요?,"VRS(회전반경 제어장치) 기능이 적용된 차량은 스노우 체인을 장착하는 경우 반드시 VRS 버튼을 눌러 체인장착 주행모드로 설정하셔야 합니다. VRS(회전반경 제어장치)는 겨울철 스노우 체인 장착 공간을 활용하여 차량의 회전반경을 저감 시킴으로써 유턴 및 주차를 손쉽게 할 수 있도록 도와주는 장치입니다. 차량에 체인 장착 후 모드 전환을 하지 않고 주행을 했을 경우 차량이 손상될 수 있습니다.  · 일반 주행 모드(버튼 내 표시등 소등) - 조향 스트로크 증대 스노우 체인을 장착하지 않은 평상시의 운행 모드로써 조향 핸들의 좌/우 최대 회전각을 더 크게 하여 차량의 회전반경이 작아지므로 U-턴 및 주차 시에 선회 반경 저감 효과.  · 체인 장착 주행 모드(버튼 내 표시등 점등) - 조향 스트로크 감소 스노우 체인을 장착한 상태의 운행 모드로써 조향 핸들의 좌/우 최대 회전각을 작게 하여 체인 장착 공간을 확보함. 평상시 보다 차량의 회전 반경이 커지므로 U-턴이나 주차를 할 경우에 다소 불편할 수도 있음. 따라서, 스노우 체인을 제거했을 경우에는 반드시 모드 전환 버튼(VRS)을 다시 눌러 일반 주행 모드로 운행해야만 U-턴이나 주차를 보다 쉽게 할 수 있음. "
K-Q063,기아,니로 EV 완충 시 전기가 자동으로 차단 되나요?,니로 EV 차량은 완속으로 100% 충전 시 전기가 자동으로 차단되는 기능이 적용되어 있습니다. 충전이 완료되면 ‘탁’ 소리가 나면서 차단됩니다. 배터리의 최적 상태 유지를 위해 완속 충전을 권장합니다.  배터리 충전 량이 20% 이하일 때 100%까지 충전을 하면 배터리 성능을 최적의 상태로 유지할 수 있습니다. (월 1회 이상 권장)
K-Q064,기아,겨울철 히터 작동 시 RPM이 올라가는데 정상인가요?,"차량 내 히터는 엔진에서 발생되는 열을 이용하여 차량 실내로 따뜻한 바람을 제공하는데, 추운 날씨에는 엔진이 빠르게 뜨거워지지 않아 따뜻한 바람이 나오기까지 시간이 소요됩니다.  이에 엔진이 금방 뜨거워지지 않는 디젤 차량의 경우 PTC 히터(엔진의 열이 충분하지 않아도  별도의 히팅 장치를 통해 공기를 신속하게 데워 차내로 공급해 주는 장치)를 작동하여 빠르게 데워진 공기를  차내로 제공하는데 이 PTC 히터가 작동하면서 RPM이 상승될 수 있으므로 차량 문제는 아닙니다."
K-Q065,기아,"트렁크가 열리지 않는데, 왜 그런가요?","K9, THE K9, K7, 오피러스 차량에 해당하는 내용입니다. 정상적으로 조작했지만 트렁크가 열리지 않는 경우 트렁크 자동 개폐 제어 버튼의 설정 여부를 확인해 주셔야 합니다. 트렁크 자동 개폐 제어 버튼은 대리주차 또는 대리운전 등으로 키를 타인에게 양도해야 할 때  트렁크 內 귀중품 보호를 위한 잠금 기능입니다. 동승석 앞에 글로브 박스를 열어보시면, 트렁크 자동 개폐 제어 버튼이 있습니다. 버튼 OFF(튀어나온 상태)가 잠금입니다. 다시 버튼을 눌러 ON 상태로 하시면, 실내 및 스마트 키에 있는 트렁크 열림 버튼을 이용하여 트렁크를 열고 닫을 수 있습니다."
K-Q066,기아,요소수 보충 방법과 보관 방법은 어떻게 되나요?,"먼저, 엔진 시동을 반드시 끄시고, 주차 브레이크 체결 후 연료 주입구 커버를 여십시오. 파란색의 요소수 탱크 주입구 캡을 시계 반대 방향으로 여신 후 요소수를 주입하여 주십시오. 연료 주입구에 요소수를 잘못 주입하지 않도록 주의해 주시기 바랍니다. 요소수는 반드시 ISO 22241 국제표준규격에 맞는 정품 요소수를 주입하셔야 하며, 보충 시 요소수가 주입구 바깥으로 넘치지 않도록 주의하셔야 합니다.  * 밀폐된 공간에서 요소수를 다룰 때, 환기가 잘 되는지 확인하셔야 합니다. 요소수 탱크가 열리면, 톡 쏘는 듯한 냄새의 가스가 나올 수 있습니다.  요소수는 직사광선을 피해 상온에서 보관되는 것이 좋으며 겨울철에는 영하 11℃부터 요소수가 동결하므로 한파 시기에는 실외 보관보다는 실내에 보관하는 것이 좋습니다. 요소수가 얼었을 때는 약간의 부피 증가는 있지만 기능상의 이상 없이 해동 후 사용 가능하며 제조일로부터 2년 경과 및 고온에 노출된 경우 요소수의 농도가 묽어질 수 있으므로 되도록 기한 내 사용하는 것이 좋습니다."
K-Q067,기아,비상등/방향지시등 작동 시 점멸 주기가 불량한데 왜 그런가요?,비상등/방향지시등은 작동의 결함을 운전석에서 확인할 수 있어야 하고 점멸 주기는 외부에서 확인이 적합한 주기로 점멸되어야 합니다. 비상등/방향지시등 작동 시 유독 점멸 속도가 빠르거나 느리다면 플레셔 유닛(릴레이) 문제입니다. 비상등/방향지시등 작동 시 좌우 점멸 횟수가 다르다면 한쪽 전구가 단선되었거나 전구 용량이 다른 경우입니다. 가능한 신속히 기아 직영 서비스센터 또는 서비스 협력사에 점검을 의뢰해 주셔야 합니다.  AUTO Q 검색/예약
K-Q068,기아,자동차의 배터리는 한 번 방전되면 못 쓰나요?,"자동차의 배터리는 한번 방전되면 사용하지 못한다고 알고 있는 사람들이 많지만 그렇지 않습니다. 배터리가 완전히 방전된 경우라도 즉시 충전을 하면 어느 정도는 기능을 회복할 수 있습니다. 하지만 방전된 상태로 일주일 이상 방치하면 회복 불가능한 상태로 될 수 있습니다. 따라서, 방전이 되면 즉시 충전해야 하고 무엇보다 배터리의 완전 방전은 배터리의 수명을 크게  떨어뜨리므로 평소 배터리가 방전되지 않도록 세심한 관리가 필요합니다."
K-Q069,기아,엔진은 반드시 워밍업 후 운행해야 하나요?,"엔진 워밍업이란 엔진이 정상작동 온도까지 뜨거워지는 과정을 말합니다. 과거 기계식 엔진은 원활한 윤활과 연소 등을 위해 약 10분 이상의 공회전이 권장되었지만, 전자제어엔진이 적용된 요즘엔 별도의 공회전은 반드시 필요하지는 않습니다.  필요 이상의 공회전은 법으로도 규제하고 있으며, 불필요한 연료 소모는 물론, 배기가스로 인한 대기오염의 원인이 되기 때문에 겨울철엔 약 2분, 여름엔 약 1분 정도면 충분합니다. 그리고 공회전 중 가속페달을 밟아 엔진 회전수를 높이는 것은 엔진에 무리를 주어 수명을 단축 시킬 수 있으며 특히 윤활이 제대로 되지 않는 냉간 시동 직후 급 가속은 엔진에 치명적인 손상을  초래할 수 있으므로 삼가는 것이 좋습니다."
K-Q070,기아,유선상 서비스센터/오토큐 예약이 가능한가요?,"정비 고객님들의 시간 절약과 편의를 위해 전화 한 통으로 전문 상담원이 맞춤형 서비스를 제공하는 정비 예약 전담 콜센터인 ""토탈 예약센터""를 운영하고 있습니다. 정비 예약이 필요하시면 토탈 예약센터로 연락 주시면 예약이 가능합니다.  고객센터 안내 (080-200-2000) 운영시간 : 평일 08:30~18:00  (미운영 12:00 ~ 13:00) · 정비 서비스 예약 신청 절차 (사전 예약제) · 예약 단계 ① 전화연결 ② 상담원 접수 ③ 예약 배정 (센터 및 협력사) · 수리 단계 ① 고객 사전 통화 및 안내 (위치 안내 및 부품 청구) ② 차량 정비  컨시어지 상담 센터  (080-500-2000) · 컨시어지 상담 센터 운영시간 : 평일 08:30 ~ 19:00, 주말/공휴일 09:00 ~ 17:00 (주말/공휴일 중식시간 12:00~13:00)  * THE K9과 스팅어 차량은 THE MEMBERSHIP 컨시어지 상담 센터에서  정비예약이 가능합니다."
K-Q071,기아,자동차에서 엔진오일이 소모되는 원인은 무엇인가요?,"엔진오일은 정상적인 차량에서도 일정량 소모가 발생합니다. 이는 엔진의 구조상 조금씩 연소실로 유입되어 연료와 함께 오일이 연소되기 때문입니다. 과도하게 오일이 소모된다면, 이는 외부 누설이나 엔진 내부의 마모 등의 손상에 의한 고장이라 볼 수 있습니다. 엔진 내부의 고장인 경우에는 오일이 과도하게 연소실로 유입되어 엔진출력이 저하되는 것은 물론, 머플러를 통해 하얀색의 배출가스가 나오기도 합니다. 심한 경우에는 모기 등의 해충을 제거하기 위한 연막 차량과 비슷한 정도의 현상이 나타나기도 합니다. 이런 현상이 나타난다면 정비업체를 방문하여 엔지니어를 통한 점검이 필요합니다.  AUTO Q 검색/예약"
K-Q072,기아,"헤드램프에 습기가 발생하는데, 왜 그런 건가요?","헤드램프, 안개등의 램프는 우천 시 주행과 세차 등의 사용 조건하에 렌즈 내면이 일시적으로 흐려질 수 있습니다. 이것은 램프 내부와 외기의 온도 차에 따른 것으로, 비 오는 날 창유리가 흐려지는 것과 동일한 현상으로 기능상의 문제는 없습니다. 상향등을 점등하여 약 10분 후 헤드램프의 빛이 통과하는 렌즈 면의 습기가 없어지고, 1시간 이내에 모든 습기가 없어지면 정상적인 습기 현상입니다.  헤드램프 모서리 부분에 물이 고여 있거나 1시간 후에도 습기가 없어지지 않는다면, 물 유입의 가능성이 있으므로 엔지니어를 통한 점검이 필요합니다. 외부 요인에 대한 확인은 엔지니어의 점검이 필요하므로 번거로우시더라도, 가까운 직영 서비스센터나 오토큐로 입고하시어 점검을 받아 주시기 바랍니다.  사용설명서 참고사항 · 반드시 규정된 용량의 전구를 사용하십시오. · 전구 교체 시 규격에 맞지 않는 용량의 전구를 사용할 경우, 퓨즈 단선 또는 이상 작동 및 기타 배선 관련 장치의 손상 및 화재의 위험을 초래할 수 있습니다. · 전구가 단선되거나 손상되면서 즉시 규격에 맞는(용량 및 색깔) 새것으로 교체하고, 못쓰게 된 전구는 안전하게 처리하십시오. · 전구를 점검·교체하기 이전에 차량이 갑자기 움직이거나 전기 충격으로 인한 감전 사고의 위험을 방지하기 위해 주차 브레이크를 확실히 작동시키고 시동을 OFF상 태로 하십시오. · 전구 표면이 뜨거우면 화상의 위험이 있으므로 반드시 장갑 등을 착용하십시오. · 일반 전구 사양을 HID 타입으로 개조하면 이상 동작 및 기타 배선 관련 장치의 손상을 초래할 수 있습니다. · 전조등, 제동등 등의 램프는 우천 시 주행과 세차 등의 사용 조건하에서 렌즈 내면이 일시적으로 흐려질 수 있습니다. 이것은 램프와 외기의 온도차에 따른 것으로 우천 시 등의 창 유리가 흐려지는 것과 동일한 현상으로 기능상의 문제는 없습니다. · 다만 렌즈 내면에 큰 물방울이 있는 경우나 램프 내부에 물이 들어간 경우는 자사 직영 서비스센터 또는 서비스 협력사에 문의하십시오.  "
K-Q073,기아,"기아렌터카 이용 중인데, 자차 수리 시 무상 대여차 제공이 되나요?","기아렌터카를 이용하시는 고객님들의 만족도 향상을 위해, 기아렌터카 이용 고객을 대상으로 자차 사고 수리 발생 시 무상 대여차 서비스를 제공해 드립니다. (’18년 8.7일부터 서비스 제공) 자차 사고 시 보험사 사고 접수(1588-5656)를 하신 후 고객님이 원하시는 지역에서 보험사 협력공장에 입고하여 수리하시는 경우 수리 기간 동안 무상 대여차 서비스가 제공됩니다. (고객 과실의 자차 수리 경우에도 무상 대여차 서비스 제공, 보험사 지정업체에  限 함)"
K-Q074,기아,봉고 특장차 중 파워게이트 차량은 어떤 차량인가요?,"파워 게이트란 적재함 뒷부분에 리프트 게이트를 장착하여 무거운 물건을 쉽게 적재 및 하역할 수 있는 차량입니다. 주 수요처는 중량물을 취급하고 적재/하역이 잦은 운송 업체나 부피 짐(수송 효율 중시)을 많이 싣고 적재/하역 편의성이 필요한 배송업체에서 유용하게 이용하실 수 있습니다. ( 예 - LP가스 대리점, 악기점, 가구점, 전자 제품점 등)  파워게이트 일반 카고 적재함에 수직 승강형 게이트를 장착한 차량으로,  리어 게이트가 좌우 기둥을 기준으로 상하(리프팅) 작동합니다. · 활용 용도에 맞게 선택 가능 (게이트 단수/재질별) · 견고하고 단단한 스틸 게이트, 방청 및 내부식성이 강한 알루미늄 리어 게이트 · 평평한 지면에서 게이트 사용  와이드 파워게이트 사이드 게이트를 와이드하게 높이고 바닥을 알루미늄 사용하여  방청성이 우수한 적재함에 턴인 타입 시스템 게이트를 장착하였습니다. 리어 게이트가 여닫힘(틸팅) 및 상하(리프팅) 작동합니다. · 적재물의 양에 따라 사이드 게이트를 확장 가능 · 리어 게이트의 작동 실린더를 4개 적용하여 작동 시 안정적 구동 · 평평한 지면 및 경사로에서도 게이트 사용 가능"
K-Q075,기아,스마트키와 관련된 경고등은 어떤 것들이 있나요?,"KEY OUT 경고등 시동 「ACC」 이상의 상태에서 차내에 스마트 키가 없을 경우, 도어를 열면 경고등이 점멸하며, 이후 모든 도어가 닫히면 경보음 또한 약 5초간 울립니다. 단, 주행 중에는 경고등이 소등됩니다. 항시 스마트 키를 휴대하십시오.  KEY 배터리 전압경고등 시동 버튼 「OFF」 일 때 차 안에 있는 스마트 키의 배터리가 방전되었을 경우 표시창에 경고등이 10초 동안 깜박입니다. 스마트 키의 배터리를 교체하십시오.  키 확인 표시등 키 확인 표시등은 상황에 따라 다음과 같이 점등 또는 점멸됩니다. · 스마트키가 차내에 있을 경우에 시동 버튼 「ACC」 또는 「ON」 상태에서는 표시등이 수초간  점등되어 시동이 가능함을 알려줍니다. 그러나, 스마트키가 차내에 없을 경우에는  시동 버튼을 누르면 표시등이 수초간 점멸되어 시동이 불가함을 알려주며  시동이 걸리지 않습니다. · 시동 버튼 「ACC」 또는 「ON」인 상태에서 도어를 열었다 닫으면, 실내에 스마트키가 있는지  확인하여 없을 경우 경보음이 약 5초간 작동합니다. · 시동 버튼 「ACC」에서 「ON」 상태로 전환할 때 스마트키가 차내에 없으면 표시등이 수초간  점멸되어 시동이 불가함을 알려줍니다.  * 실제 차량에 적용된 사양/계기판 종류에 따라 경고등이 다를 수 있습니다.  자세한 내용은 실 차량에 적용된 계기판과 사용설명서를 참조해 주시기 바랍니다. 사용설명서   "
K-Q076,기아,자동차 키를 분실한 경우 어떻게 해야 하나요?,"분실하신 키의 종류에 맞게 새로 구입하시어 사용하실 수 있습니다.  일반 열쇠 인근 오토큐에 문의 후 키 세공을 해주시면 됩니다.  이모빌라이져 이모빌라이져 키는 먼저 열쇠 전문점에서 이모빌라이져 키 세공 후 오토큐에  차량과 함께 방문하시어 핀코드 입력 후 사용 가능합니다. 차량 이동이 어려우신 경우 긴급출동을 통해 코드 입력이 가능합니다.  리모컨/스마트 키 리모컨/스마트 키는 기아 오토큐에 차량과 함께 방문하시면 키 구입 및  주파수 세팅 후 사용하실 수 있습니다. 차종에 맞는 부품의 재고 여부를  유선으로 확인 후 내방해 주시기 바랍니다.  (스마트 키에 내장된 보조 키는 열쇠 전문점에서 세공하실 수 있습니다.)  * 분실하신 키로 인해 차량이나 차량 내 물품의 도난 염려가 있다면 키 세트 전체를 교환하시는  것이 좋습니다. 자세한 방법은 오토큐를 통해 안내 받으신 후 진행해 주시기 바랍니다. * 기아에서는 차량 열쇠 전문업체와 제휴하여, 키 분실 시 긴급출동 서비스를 진행해  드립니다. 키 분실, 실내 문잠김, 트렁크 잠김, 핀코드 입력 등의 서비스 이용이 가능합니다. (긴급출동 서비스 접수 : 080-200-2000)"
K-Q077,기아,니로EV 차량의 ‘스마트 회생제동 시스템’은 무엇인가요?,"회생제동 시스템이란 제동 시 바퀴의 구동력으로 모터를 통해 배터리를 충전하는 시스템으로, 내리막길을 탄력주행 하거나 제동하여 감속하는 경우 회생제동 기능을 통해 배터리를 충전합니다. EV차량의 연비향상 및 주행가능거리(DTE) 확보에 가장 필수적인 기능이라고 할 수 있습니다. 탄력 주행 시 도로 경사 및 전방차량 주행 상황에 따라 자동으로 회생제동 단계를 제어해 줍니다. 실도로 주행 중 운전자 브레이크 조작량을 감소시키고, 이로 인해 실도로 연비 개선효과를 체감 하실 수 있습니다.  "
K-Q078,기아,안드로이드 오토 기능은 무엇인가요?,"스마트폰에서 사용되는 안드로이드 기반 서비스 일부를 자동차에서도 이용할 수 있도록 만든 서비스입니다. 차량 USB단자에 안드로이드 스마트폰을 연결한 후 차량용 디스플레이에 프로젝션하여 사용할 수 있으며, 음성 명령을 통해 운전자들이 내비게이션 및 미디어, 전화, 문자 메시지 등의 기능을 차 안에서 보다 안전하고 편리하게 사용할 수 있습니다. 기존에 제공중인 미러링크는 T맵을, 애플 카플레이는 애플 전용 내비를 제공하고 있으며, 새롭게 제공하는 안드로이드 오토는 카카오 내비를 사용할 수 있습니다.  구글 어시스턴스 기능 (음성인식) · 화면의 마이크 버튼을 선택시 실행 가능 · 차량의 음성인식 버튼을 길게 누르는 경우 실행 · 서버 기반의 음성인식으로 네트웍에 연결되어야 함 · 음성인식으로 지도 실행, 전화 걸기, 음악 실행 가능 · 문자 메시지 기능은 제공하나, 음성인식 기반으로만 기능 제공 (운전자 주의 분산 방지 목적)  지도 기능 · 카카오 내비 적용 · 구글 음성인식 or 직접 입력을 통해 위치 검색 가능  전화 기능 · 전화 수/발신 기능을 제공 · 음성인식으로 전화번호부 목록에서 전화걸기 제공 (운전자 주의 분산 방지 목적) · 안드로이드 오토의 경우 블루투스를 통해 전화연결 · USB로 연결된 안드로이드폰과 블루투스 연결됨  음악 기능 · 기본 Google Play 뮤직 앱을 통해 음악 서비스 지원 · 멜론, 벅스, 지니 등 음악 앱을 통해 음악 서비스 지원 · 음성인식으로 음악 실행 가능 (곡명, 아티스트 명으로 찾기 가능) · 여러 음악 앱 중 기본 앱 설정 가능  종료 기능 · 안드로이드 오토 기능을 종료 후 내비게이션 홈화면으로 전환하는 기능 · 음악 앱 이외에 앱이 추가될 경우 목록이 생김"
K-Q079,기아,후석 승객 알림 시스템은 무엇인가요?,"운전자가 차량에서 내릴 때 뒷좌석에 영·유아 등 탑승자를 두고 내리는 것을 방지하기 위한  기능으로, 차량 실내에 탑승자가 남아 있는 것으로 차량이 감지하면 알림을 제공하는 기능입니다.  ① 뒷좌석 도어를 열고 닫은 후에 시동을 끄고 운전석 도어를 열면,  운전석 클러스터(계기판)에 경고 및 경고음 발생으로 1차 알림을 해줍니다. 
(“뒷좌석을 확인하십시오” 경고문 표시) ② 1차 알림 후에도 도어를 닫고 전체 도어를 잠금 한 후, 차 안에서 움직임이 감지되면  약 25초 동안 경적음(혼)과 비상 경고등이 작동하며, UVO 3.0 가입자에게는 문자를 발송하는 2차 알림을 해줍니다. 
(움직임이 계속 감지되면, 최대 8회까지 알림이 작동 합니다.)  * 계기판 내 사용자 설정 모드에서 「편의 → 후석 승객 알림」기능을 설정 또는 해제할 수 있습니다. * 후석 승객 알림 (ROA : Rear Occupant Alert) "
K-Q080,기아,여름철(장마철) 차량 관리 요령을 알려주세요,"장마철 차량 관리법 ① 주차할 때 물이 고이는 곳은 피하고 바람이 잘 통하는 곳에 차량을 두어야 함 ② 배터리 주변과 배터리 단자의 정기적 점검 및 청소 ③ 장기간 주차 때는 주기적으로 시동을 걸어주고, 후드 및 트렁크/도어를 열어  습기를 제거하는 것이 차량관리에 도움을 줌 ④ 비상시를 대비해 삼각대와 손전등, 장갑 등을 차에 비치해 두어야 함 ⑤ 터치 페인트를 준비하여 손상된 부위에 살짝 칠해 두면 녹을 방지하고 손상 부위가 부식되어 커지는 것을 방지 ⑥ 패드의 마모나 경화 상태 점검 ⑦ 운행 시 충분한 제동거리 확보  장마철(여름철) 와이퍼 관리 요령 장마철에는 와이퍼 사용 빈도가 높습니다. 와이퍼 작동 시 줄무늬 발생 및 닦임 성능이 불량할  경우 젖은 타월 또는 융보루로 블레이드 고무날의 오염물질을 제거하시거나 블레이드 점검하여  교환하는 것이 좋습니다. 또한, 와이퍼 암 고정너트가 풀릴 경우 닦임 불량, 떨림, 소음 등이 유발될 수 있어 예방점검이 필요합니다."
K-Q081,기아,어드밴스드 에어백이란 무엇인가요?,"어드밴스드 에어백 (Advanced Air bag) 시스템은 미국 어드밴스드 에어백 법규에 만족하는 조건으로 개발된 에어백입니다. 에어백이 장착된 좌석에 승객이 타고 있는지를 판단하고, 전방 충돌 속도 및 안전벨트의 착용여부, 동승석(조수석) 승객의 몸무게, 체격 등을 종합적으로 감지해 탑승자에게 적절한 강도로 전개되는 에어백 입니다. 어드밴스드 에어백은 충돌의 심각성에 따라 두 단계로 에어백 전개를 제어합니다. 충돌의심각성이 높아질수록 단계가 높아집니다. 안전벨트를 올바르게 착용하지 않으면 에어백이 전개되더라도 사고 시 심각한 부상을 입을 수 있습니다. 또한, 승객 구분 시스템이 장착되어 있어, 동승석에 탑승자가 있는지 판단하고 특정 조건에서는 동승석 에어백을 작동하지 않습니다."
K-Q082,기아,승객 구분 센서란 무엇인가요?,"승객 구분 센서(ODS : Occupant Detection Sensor) 동승석 승객을 어린이 보조좌석과 성인으로 구분하여 에어백 제어 장치(ACU)에 승객 정보를 보내며, 에어백 제어 장치(ACU)는 승객 정보와 충돌 신호를 이용하여 동승석 에어백 전개 여부를 결정합니다.  * 승객 구분 센서는 어린이 보조좌석이 동승석에 설치된 경우 이를 감지하며, 에어백 제어 장치(ACU)는 동승석 에어백을 전개시키지 않습니다. * 체구가 작은 성인이 올바르지 않은 자세로 앉아있는 경우 동승석 에어백이 작동하지 않을 수 있습니다. * 시동 ON 후 PASSENGER AIR BAG “OFF” 표시등은 약 4초 동안 켜집니다.  동승석에 탑승자가 앉으면, 수초 후에 승객 구분 센서가 동승석 탑승자를 감지합니다.  "
K-Q083,기아,운전자 주의 경고(DAW) 시스템은 어떤 기능인가요?,"주행 중 운전자의 피로 및 부주의 상태를 판단하여 알려주는 시스템 입니다. 계기판을 통해 주의운전 상태를 5단계의 레벨로 나타내주고, 주의운전 상태가 1레벨 미만으로 떨어질 경우 계기판의 휴식 권유 문구가 표시되며 경고음이 울립니다. 이 경우, 안전을 위해 잠시 휴식 후 운행하시길 권장하고 있습니다.  운전자 주의 경보 시스템은 운전자의 안전편의를 위한 보조장치로, 경고 문구와 경보음이 발생하여도 계속 운행은 가능합니다. 다만, 장시간 운행하시는 경우 운전자의 피로 누적으로 부주의 상태가 지속될 수 있으므로  휴식 후 운행을 권장합니다. 휴식을 위해서는 안전한 장소에 주·정차 하시고 휴식을 취해주시기 바랍니다.  * 운전자 주의 경고 시스템 (Daw : Driver Attention Warning)   "
K-Q084,기아,차에서 이상한 냄새가 나는 경우 어떤 고장징후가 있나요?,"자동차에서 발생하는 각종 비정상적인 불쾌하고 좋지 않은 냄새는, 냄새 그 자체가 문제가  되기도 하지만, 인체에 유해한 성분이 포함되어 있는 경우가 많으므로, 만약 냄새가 실내에서  난다면 반드시 정기적으로 창문을 열어 환기를 해야 합니다. 그리고 무엇보다 냄새의 원인을 찾아 수리하는 것이 중요합니다. 냄새 발생시 문제/원인은 엔지니어의 점검이 반드시 필요하여 원인에 따라 작업 방법이 다를 수 있습니다.  ① 고무 타는 냄새가 나는 경우 · 원인 : 엔진의 구동벨트가 미끄러져 마찰에 의해 발생하는 냄새 (벨트가 미끄러지는 소음을 동반하게 됨)  타이어에서 발생하는 냄새 (공기압이 부족한 상태로 주행하여 타이어에 과도한 마찰열이 발생) · 조치 : 엔진의 구동벨트와 타이어의 상태 점검  ② 코를 찌르는 식초 냄새가 나는 경우 · 원인 : 배터리가 파손 되어 전해액이 누출되거나, 과충전에 의해 가스가 과도하게 발생하는 경우 · 조치 : 배터리 상태 및 전해액의 누출여부 점검  ③ 달짝지근한 냄새가 나는 경우 ·  원인 : 냉각수인 부동액의 누수를 예상할 수 있음 · 조치 : 냉각수 탱크 주위를 확인하여 신속하게 누수 부위를 점검하고 수리해야 함.  ④ 옷이 눌어붙는 냄새가 나는 경우 ·  원인 : 브레이크 패드나 라이닝이 과도하게 열을 받아 비정상적으로 마모되는 경우 · 조치 : 차량을 안전한 곳에 신속하게 세우고 식히는 일이 필요함, 브레이크 패드/라이닝 상태 점검  ⑤ 나무가 타는 듯한 냄새가 나는 경우 · 원인 : 클러치 디스크의 과도한 슬립으로 발생하는 냄새  (과도한 반 클러치 사용이나, 무거운 짐을 싣고 운행하는 경우) · 조치 : 클러치 디스크를 잠시 식힌 후 운행해야 하고, 클러치 디스크를 점검해 보아야 함.  AUTO Q 검색/예약"
K-Q085,기아,정비업체의 구분은 어떻게 하나요?,"직영 서비스센터는 기아에서 직영으로 운영하는 정비거점 입니다. (전국 18개 운영)  오토큐(AUTO Q)는 기아 공식 서비스 협력사로서 기아와 보증수리 관련 협정을 체결 후 규정에 의거 당사 고객에게 정비서비스를 제공하는 거점이며, 다시 종합 서비스와 전문 서비스로 나눠집니다.  · 종합서비스는 국가에서 자동차 종합 정비업 및 소형 정비업으로 등록된 정비거점이며, 보증 수리가 가능하고, 일반 점검/정비 및 판금/도장 정비 가능합니다. · 전문서비스는 국가에서 자동차 부분 정비업으로 인가된 정비거점으로, 보증 수리가 가능하고, 일반 점검/정비 가능합니다. * 기아멤버스 사이트에서 AUTO Q 검색 및 온라인 정비 예약까지, 고객님이 원하시는 장소와 시간에 차량 관리를 받으실 수 있습니다. AUTO Q 검색/예약"
K-Q086,기아,차에서 이상한 진동이 느껴지는 경우 어떤 고장징후가 있나요?,"자동차에서 발생하는 각종 진동은 고장을 나타내는 징후일 수 있으므로 원인을 찾아 수리하는 것이 중요합니다. 진동발생 시 문제/원인은 엔지니어의 점검이 반드시 필요하여 원인에 따라 작업 방법이 다를 수 있습니다.  ① 공회전시 불규칙한 진동 · 원인 : 엔진 부조가 원인일 수 있음. 엔진부조는 연소가 불안정하여 나타나는 현상으로, 엔진의 점화나 연료장치를  포함한 다양한 요인에 의해 발생하기 때문에 그 원인을 규명하는 일은 쉽지 않음. · 조치 : 엔진 부조는 출력과 연비저하 그리고 유해 배출가스의 원인이 되기 때문에, 엔진을 점검한 후 수리  ② 공회전시 규칙적인 진동 · 원인 : 엔진과 차체 사이에 장착된 마운팅류의 손상이나 노화가 된 경우 · 조치 : 엔진 마운팅 브라켓 점검  ③ 주행 중에 나타나는 진동 (약 30~70 km/h에서 차체와 조향 휠이 흔들리면) · 원인 : 바퀴의 밸런스 불량을 의심할 수 있음. 타이어가 장착된 휠에는 밸런스를 조정하기 위해 휠 웨이트라고 하는  납으로 된 부착물이 있는데, 이 부착물이 외부의 충격에 의해 떨어지게 되면 바퀴의 밸런스가 맞지 않아 진동발생. · 조치 : 휠 밸런스 점검 장비를 이용해 바퀴의 밸런스 점검과 조정.  ④ 주행 중에 나타나는 진동 (차속과 비례하여 조향 휠과 차체가 떨린다면) · 원인 : 엔진의 동력을 전달하는 등속조인트나 프로펠러 샤프트의 변형 또는 회전밸런스 불량을 예상 · 조치 : 프로펠러 샤프트의 밸런스 불량의 경우는 휠 밸런스와 같이 밸런스 조정을 통해 해결이 가능  ⑤ 주행 중에 나타나는 진동 (제동 시 조향 휠과 차체가 떨린다면) · 원인 : 브레이크 디스크나 드럼의 이상 마모와 변형을 예상. 전륜 브레이크 디스크가 불량하면, 조향 휠이 좌우로 떨리고,  뒤 브레이크의 디스크가 불량하면 차체가 상하로 떨리는 특징이 있음. · 조치 : 전문가의 도움을 받아 브레이크 디스크나 드럼의 이상유무를 점검해 보아야 함.  AUTO Q 검색/예약"
K-Q087,기아,히터 및 에어컨 작동 표시창에 나타나는 온도 단위는 어떻게 바꾸나요?,"히터 및 에어컨 작동 표시창에 나타나는 온도 표시를 섭씨( °C) ↔ 화씨( °F)로 전환하여 표시할 수 있습니다.  자동 조절식 에어컨 온도 표시를 변환하고자 할 때는 다음과 같이하십시오. ① 「OFF」버튼을 누른 상태에서 「AUTO」버튼을 3초 이상 누르십시오. ② 표시창의 온도 단위가 °C → °F 또는 °F → °C로 전환되어 표시됩니다.  수동 조절식 에어컨 ① 계기판 트립 컴퓨터 모드에서 「주행 가능 거리」 화면으로 전환하십시오. ② 핸들의 「리셋」 스위치를 5초간 길게 누르면 단위가 전환되어 표시됩니다.  * 참고사항 : 온도 표시를 변환하는 방법은 차종/연식에 따라 다를 수 있으므로,  자세한 방법은 차량의 설명서를 확인해 주시기 바랍니다."
